Absorbance:209,Unnamed: 1,Absorbance:209,Unnamed: 1,Absorbance:209,Unnamed: 1
239.232,0.2,239.232,0.19,239.232,0.17
239.447,0.2,239.447,0.21,239.447,0.17
239.662,0.19,239.662,0.23,239.662,0.17
239.877,0.21,239.877,0.25,239.877,0.14
240.093,0.23,240.093,0.28,240.093,0.16
240.308,0.22,240.308,0.28,240.308,0.18
240.523,0.22,240.523,0.25,240.523,0.2
240.738,0.23,240.738,0.2,240.738,0.21
240.953,0.23,240.953,0.17,240.953,0.21
241.168,0.21,241.168,0.14,241.168,0.22
241.38299999999998,0.22,241.38299999999998,0.13,241.38299999999998,0.22
241.59900000000002,0.24,241.59900000000002,0.16,241.59900000000002,0.24
241.81400000000002,0.26,241.81400000000002,0.2,241.81400000000002,0.22
242.02900000000002,0.26,242.02900000000002,0.21,242.02900000000002,0.27
242.24400000000003,0.32,242.24400000000003,0.24,242.24400000000003,0.31
242.459,0.33,242.459,0.26,242.459,0.3
242.674,0.33,242.674,0.24,242.674,0.3
242.889,0.3,242.889,0.22,242.889,0.28
243.104,0.26,243.104,0.22,243.104,0.23
243.31900000000002,0.21,243.31900000000002,0.2,243.31900000000002,0.19
243.53400000000002,0.21,243.53400000000002,0.18,243.53400000000002,0.18
243.74900000000002,0.19,243.74900000000002,0.15,243.74900000000002,0.14
243.96400000000003,0.18,243.96400000000003,0.14,243.96400000000003,0.12
244.179,0.2,244.179,0.13,244.179,0.15
244.394,0.23,244.394,0.1,244.394,0.15
244.609,0.21,244.609,0.11,244.609,0.19
244.824,0.24,244.824,0.14,244.824,0.24
245.03900000000002,0.27,245.03900000000002,0.17,245.03900000000002,0.26
245.25400000000002,0.24,245.25400000000002,0.17,245.25400000000002,0.22
245.46900000000002,0.23,245.46900000000002,0.22,245.46900000000002,0.24
245.68400000000003,0.23,245.68400000000003,0.22,245.68400000000003,0.23
245.899,0.21,245.899,0.24,245.899,0.21
246.113,0.22,246.113,0.26,246.113,0.27
246.328,0.21,246.328,0.26,246.328,0.24
246.543,0.24,246.543,0.26,246.543,0.25
246.75799999999998,0.25,246.75799999999998,0.26,246.75799999999998,0.22
246.97299999999998,0.29,246.97299999999998,0.25,246.97299999999998,0.22
247.188,0.25,247.188,0.24,247.188,0.18
247.40200000000002,0.27,247.40200000000002,0.26,247.40200000000002,0.21
247.61700000000002,0.28,247.61700000000002,0.28,247.61700000000002,0.19
247.832,0.28,247.832,0.26,247.832,0.2
248.047,0.25,248.047,0.23,248.047,0.2
248.262,0.28,248.262,0.23,248.262,0.19
248.476,0.27,248.476,0.22,248.476,0.22
248.69099999999997,0.28,248.69099999999997,0.22,248.69099999999997,0.2
248.90599999999998,0.29,248.90599999999998,0.22,248.90599999999998,0.2
249.12099999999998,0.33,249.12099999999998,0.24,249.12099999999998,0.23
249.335,0.38,249.335,0.28,249.335,0.28
249.55,0.41,249.55,0.28,249.55,0.27
249.765,0.43,249.765,0.29,249.765,0.29
249.979,0.42,249.979,0.31,249.979,0.3
250.19400000000002,0.42,250.19400000000002,0.34,250.19400000000002,0.33
250.40900000000002,0.37,250.40900000000002,0.32,250.40900000000002,0.34
250.623,0.42,250.623,0.35,250.623,0.37
