Absorbance:209,Unnamed: 1,Absorbance:209,Unnamed: 1,Absorbance:209,Unnamed: 1
208.56,0.18,208.56,-1.22,208.56,0.16
208.77700000000002,0.17,208.77700000000002,-1.23,208.77700000000002,0.13
208.99400000000003,0.18,208.99400000000003,-1.24,208.99400000000003,0.13
209.21,0.18,209.21,-1.28,209.21,0.09
209.42700000000002,0.17,209.42700000000002,-1.29,209.42700000000002,0.09
209.644,0.18,209.644,-1.28,209.644,0.07
209.861,0.18,209.861,-1.29,209.861,0.07
210.077,0.17,210.077,-1.27,210.077,0.06
210.294,0.18,210.294,-1.26,210.294,0.07
210.511,0.2,210.511,-1.26,210.511,0.08
210.727,0.18,210.727,-1.3,210.727,0.07
210.94400000000002,0.16,210.94400000000002,-1.31,210.94400000000002,0.04
211.16099999999997,0.15,211.16099999999997,-1.34,211.16099999999997,0.04
211.377,0.13,211.377,-1.31,211.377,0.05
211.59400000000002,0.13,211.59400000000002,-1.3,211.59400000000002,0.09
211.81,0.2,211.81,-1.3,211.81,0.13
212.02700000000002,0.21,212.02700000000002,-1.31,212.02700000000002,0.15
212.24400000000003,0.23,212.24400000000003,-1.3,212.24400000000003,0.17
212.46,0.22,212.46,-1.32,212.46,0.16
212.67700000000002,0.21,212.67700000000002,-1.35,212.67700000000002,0.13
212.893,0.19,212.893,-1.35,212.893,0.12
213.11,0.21,213.11,-1.35,213.11,0.12
213.326,0.19,213.326,-1.37,213.326,0.11
213.543,0.19,213.543,-1.38,213.543,0.11
213.75900000000001,0.24,213.75900000000001,-1.37,213.75900000000001,0.12
213.976,0.18,213.976,-1.39,213.976,0.11
214.192,0.19,214.192,-1.38,214.192,0.12
214.40900000000002,0.17,214.40900000000002,-1.41,214.40900000000002,0.12
214.625,0.17,214.625,-1.44,214.625,0.13
214.842,0.13,214.842,-1.45,214.842,0.1
215.058,0.14,215.058,-1.46,215.058,0.09
215.275,0.12,215.275,-1.46,215.275,0.07
215.49099999999999,0.13,215.49099999999999,-1.45,215.49099999999999,0.07
215.707,0.13,215.707,-1.44,215.707,0.05
215.924,0.12,215.924,-1.48,215.924,0.08
216.14,0.13,216.14,-1.49,216.14,0.1
216.357,0.13,216.357,-1.48,216.357,0.13
216.57299999999998,0.12,216.57299999999998,-1.44,216.57299999999998,0.15
216.78900000000002,0.12,216.78900000000002,-1.47,216.78900000000002,0.16
217.00599999999997,0.13,217.00599999999997,-1.42,217.00599999999997,0.15
217.222,0.12,217.222,-1.4,217.222,0.14
217.438,0.14,217.438,-1.4,217.438,0.12
217.655,0.12,217.655,-1.45,217.655,0.1
217.87099999999998,0.14,217.87099999999998,-1.43,217.87099999999998,0.08
218.08700000000002,0.13,218.08700000000002,-1.45,218.08700000000002,0.07
218.304,0.2,218.304,-1.5,218.304,0.1
218.52,0.24,218.52,-1.53,218.52,0.13
218.736,0.25,218.736,-1.51,218.736,0.15
218.952,0.22,218.952,-1.52,218.952,0.15
219.169,0.23,219.169,-1.53,219.169,0.13
219.385,0.18,219.385,-1.53,219.385,0.13
219.601,0.16,219.601,-1.52,219.601,0.12
219.817,0.17,219.817,-1.53,219.817,0.13
220.033,0.19,220.033,-1.53,220.033,0.15
220.25,0.18,220.25,-1.5,220.25,0.18
220.46599999999998,0.21,220.46599999999998,-1.49,220.46599999999998,0.18
220.68200000000002,0.2,220.68200000000002,-1.5,220.68200000000002,0.17
220.898,0.19,220.898,-1.5,220.898,0.17
221.114,0.17,221.114,-1.5,221.114,0.18
221.33,0.2,221.33,-1.54,221.33,0.18
221.546,0.17,221.546,-1.57,221.546,0.15
221.763,0.21,221.763,-1.58,221.763,0.13
221.979,0.25,221.979,-1.59,221.979,0.13
222.195,0.25,222.195,-1.62,222.195,0.11
222.41099999999997,0.22,222.41099999999997,-1.59,222.41099999999997,0.12
222.627,0.24,222.627,-1.57,222.627,0.14
222.843,0.24,222.843,-1.6,222.843,0.15
223.05900000000003,0.21,223.05900000000003,-1.6,223.05900000000003,0.13
223.275,0.24,223.275,-1.6,223.275,0.14
223.49099999999999,0.23,223.49099999999999,-1.61,223.49099999999999,0.13
223.707,0.2,223.707,-1.6,223.707,0.12
223.923,0.17,223.923,-1.58,223.923,0.13
224.139,0.18,224.139,-1.59,224.139,0.15
224.355,0.2,224.355,-1.59,224.355,0.16
224.571,0.21,224.571,-1.6,224.571,0.17
224.787,0.23,224.787,-1.61,224.787,0.19
225.003,0.24,225.003,-1.63,225.003,0.2
225.21900000000002,0.25,225.21900000000002,-1.65,225.21900000000002,0.21
225.435,0.23,225.435,-1.68,225.435,0.18
225.65099999999998,0.24,225.65099999999998,-1.67,225.65099999999998,0.19
225.86700000000002,0.27,225.86700000000002,-1.71,225.86700000000002,0.17
226.083,0.27,226.083,-1.7,226.083,0.16
226.298,0.25,226.298,-1.71,226.298,0.13
226.514,0.27,226.514,-1.72,226.514,0.17
226.73,0.27,226.73,-1.76,226.73,0.18
226.946,0.23,226.946,-1.75,226.946,0.21
227.162,0.22,227.162,-1.73,227.162,0.24
227.378,0.2,227.378,-1.73,227.378,0.22
227.59400000000002,0.17,227.59400000000002,-1.72,227.59400000000002,0.2
227.80900000000003,0.16,227.80900000000003,-1.71,227.80900000000003,0.18
228.025,0.15,228.025,-1.75,228.025,0.14
228.24099999999999,0.19,228.24099999999999,-1.77,228.24099999999999,0.12
228.457,0.21,228.457,-1.77,228.457,0.16
