Absorbance:209,
865.476,0.02
865.646,0.02
865.815,0.02
865.984,0.02
866.153,0.02
866.323,0.02
866.492,0.02
866.661,0.02
866.83,0.02
867,0.02
867.169,0.02
867.338,0.02
867.507,0.02
867.676,0.02
867.845,0.02
868.014,0.02
868.184,0.02
868.353,0.02
868.522,0.02
868.691,0.02
868.86,0.02
869.029,0.02
869.198,0.02
869.367,0.03
869.536,0.03
869.704,0.03
869.873,0.03
870.042,0.03
870.211,0.03
870.38,0.03
870.549,0.03
870.718,0.03
870.886,0.03
871.055,0.03
871.224,0.03
871.393,0.03
871.561,0.03
871.73,0.03
871.899,0.03
872.067,0.03
872.236,0.03
872.405,0.03
872.573,0.03
872.742,0.03
872.911,0.03
873.079,0.03
873.248,0.03
873.416,0.03
873.585,0.03
873.753,0.03
873.922,0.03
874.09,0.03
874.259,0.03
874.427,0.03
874.595,0.03
874.764,0.03
874.932,0.03
875.101,0.03
875.269,0.03
875.437,0.03
875.605,0.03
875.774,0.03
875.942,0.03
876.11,0.03
876.279,0.03
876.447,0.03
876.615,0.03
876.783,0.03
876.951,0.03
877.119,0.03
877.288,0.03
877.456,0.03
877.624,0.03
877.792,0.03
877.96,0.03
878.128,0.03
878.296,0.03
878.464,0.03
878.632,0.03
878.8,0.03
878.968,0.03
879.136,0.03
879.304,0.03
879.472,0.03
879.639,0.03
879.807,0.03
879.975,0.03
880.143,0.03
880.311,0.03
880.479,0.03
880.646,0.03
880.814,0.03
880.982,0.03
881.15,0.03
881.317,0.03
881.485,0.03
881.653,0.03
881.82,0.03
881.988,0.03
882.156,0.03
882.323,0.03
882.491,0.03
882.658,0.03
882.826,0.03
882.993,0.03
883.161,0.03
883.328,0.03
883.496,0.03
883.663,0.03
883.831,0.03
883.998,0.03
884.165,0.03
884.333,0.03
884.5,0.03
884.668,0.03
884.835,0.03
885.002,0.03
885.17,0.03
885.337,0.03
885.504,0.03
885.671,0.03
885.839,0.03
886.006,0.03
886.173,0.03
886.34,0.03
886.507,0.03
886.674,0.03
886.841,0.03
887.009,0.03
887.176,0.03
887.343,0.03
887.51,0.03
887.677,0.03
887.844,0.03
888.011,0.03
888.178,0.03
888.345,0.03
